ACCT_NBR,ACCT_NM,ACCT_STATUS_FLG,ACCT_TYP_CD,SHT_ACCT_NM,"CREATION_DT""",ACCT_TWN_NM,CALC_INT_CD,IGN_UNC_CD,ACCT_CNTRY_NM,BLCKG_CD,CUST_GRP,ACCT_HOLDR_RES_CD,LST_UPDATE,ACCT_CLIENT_STATUS,ACCT_CL_UNC_FND,PL_ACCT _NBR,END_DT,UKGILTS_TYP_CD,STAR_TYP_CD,STAR_ELIGBL_TYP_CD,AUTH_ACCT_ST ATUS_FLG,GLOB_PROXY_FLG,CASH_TAKER,CATEGORY,INTERNAL_FLAG,INTERNAL_TYP E,LEND_BORROW,DAYTIME_FILTER,CREDIT_RATING,SYNDICATE,CPNY_FLAG,EUREX _FLAG,ACCT_PUBL_FLG,ACCT_EXMPT_FLG
70127,MORGAN STANLEY + CO INTL LTD FIXED,0,P,MSILFIX,10/31/1994 12:00 :00 AM,LONDON,1,,UNITED KINGDOM,6,E000004817,,06/25/2001 12:00:0 0 AM,N,N,,,U,,,N,N,,E,,EXTER,3,,B,S,L,N,,Y
70144,MORGAN STANLEY + CO INTL LTD EQUITY,0,P,MSILEQUI,10/31/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,6,E000004818,,06/25/2001 12:00 :00 AM,N,N,,,U,,,N,N,,E,,EXTER,4,,B,S,L,"N"" ",,Y
70157,WILLIAMS DE BROE A/C INTL. BONDS,0,P,WILLIAMS,10/31/1994 12:00: 00 AM,LONDON,1,,UNITED KINGDOM,0,E000004820,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,2,,F,S,L,N,""" ",Y
70160,KUWAITI FRENCH BK-KFB PLEDGE ACC.,1,P,KUWAITBK,10/31/1994 12:00 :00 AM,PARIS,1,N,FRANCE,2,E000004821,,,,,,01/30/1995 12: 00:00 AM,,,,,,,,,,,,,,L,N,,
70173,UBS FRANCE S.A.,1,P,UBSFRANC,10/31/1994,PARIS,1,,FRANCE,2,E000004823,F,10/12/1999,Y,N,,01/31/20 00 12:00:00 AM,U,,,N,N,,E,,EXTER,,,A,,L,N,,
70178,SAUDI HOLLANDI BANK,0,P,SAUDIHOL,10/31/1994,RIYAD H,1,,SAUDI ARABIA,0,E000004824,,6/25/2001,N,N,""" ",,U,,,N,N,,E,,EXTER,,,F,S,L,N,,Y
70181,B.I.L.-MONEY MARKET FRF,1,P,BILMONEY,10/31/1994,L UXEMBOURG,1,,LUXEMBOURG,2,E000004825,L,8/30/1999,"N"" ",N,,1/31/2000,U,,,N,N,,E,,EXTER,,A,B," """,L,N,,
70190,SSANGYONG SECURITIES EUROPE LTD,1,P,SSANYONG,10/31/1994 12:00:0 0 AM,LONDON,1,,UNITED KINGDOM,2,E000004827,,10/6/1999,N,N,,1/31/2000,U,,,N,N,,E,,EXTER,,,K,,L,N,,
70208,DRESDNER KLEI.BEN.NO.AM.LLC-CUS.SEG,0,P,DRESSEGR,10/31/1994 12: 00:00 AM,NEW YORK,1,,U.S.A.,6,E000004830,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,A,S,L,N,N,Y
70216,CORNER BANQUE (LUX) TRADING ACCOUNT,0,P,CORNERLU,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004832,L,08/30/2001 12:0 0:00 AM,N,N,,,U,,,N,N,,E,,EXTER,,A,G,S,L,N,N,Y
70220,DEUTSCHE BANK FRANCE SA-DEPOT,1,P,DEUTSCHE,10/31/1994,PARIS,1,,FRANCE,2,E000004833,F,8/30/1999,N,N,,1/31/2000,U,,,N,N,,E,,EXTER,,,A,,L,N,,
70225,DONGSUH INTERNATIONAL (EUROPE) LTD,1,P,DONGSUH,10/31/1994 12:00 :00 AM,LONDON,1,N,GREAT-BRITAIN,2,E000004847,,,,,,01/30/ 1995 12:00:00 AM,,,,,,,,,,,,,,L,N,,
70241,B.I.L.-ROMINVEST ITALIAN BONDS,1,P,BILITALI,10/31/1994,LUXEMBOURG,1,,LUXEMBOURG,2,E000004836,L,1/21/1999,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
70246,DEXIA BIL-ROMINVEST EURO SHORT TERM,0,P,BILECU,"10/31/1994 12:00

:00 AM",LUXEMBOURG,1,,LUXEMBOURG,0,E000004837,L,06/25/2001 12:00: 00 AM,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,"L"" ",N,N,Y
70254,CHASE MAN.BK GTS CLIENT AC BRADY,0,P,CHASBRAD,10/31/1994 12:00: 00 AM,LONDON,1,,UNITED KINGDOM,0,E000004838,,6/25/2001,Y,N,,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,N,Y
70262,PFIZER INTERNATIONAL BANK EUROPE,0,P,PFIZDUBL,10/31/1994 12:00: 00 AM,DUBLIN,1,,IRELAND,0,E000004883,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,B,S,L,N,,Y
70267,BANCA DI ROMA - TOKYO BRANCH,0,P,BANROMA,10/31/1994,TOKYO,1,,JAPAN,0,E000004840,,6/25/2001,N,N,""" ",,U,,,N,N,,E,,EXTER,,,B,S,L,N,,Y
70284,B.I.L.-HSBC GLOBAL INV.FD.MALAYSIAN,1,P,BILHSBC,10/31/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004841,L,01/26/2001 12:00 :00 AM,N,N,,1/26/2001,U,,,N,N,26047,E,,EX TER,,A,B,S,L,N,,
70289,CITIBANK N.A.-COLOMBIA AC,1,P,CITIBANK,10/31/1994,NASSAU,1,,BAHAMAS,2,E000004842,,12/24/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N,," """
70292,BCO INT'L DE COLOMBIA NASSAU LTD,1,P,BCOINTLC,10/31/1994 12:00: 00 AM,NASSAU,1,,BAHAMAS,2,E000004843,,12/24/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N,,
70297,WORLDSEC INTERNATIONAL LIMITED,0,P,WORLDSEC,10/31/1994,HONG KONG,1,,HONG KONG,6,E000004844,,"06/25/2001 12:00:00 AM"" ",N,N,,,U,,,N,N,,E,,EXTER,,A,K,S,L,N,,Y
70314,CORYO INTERNATIONAL (UK) LIMITED,1,P,CORYOLTD,10/31/1994 12:00: 00 AM,LONDON,1,N,UNITED KINGDOM,2,E000004845,,10/19/1995 12:00:0 0 AM,N,N,,1/29/1996,,,,,,,,,,,,,""" ",L,N,,
70319,DEXIA BIL-PAN EUROLIFE USD TAUX GU.,0,P,BILGUAR,10/31/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,0,E000004846,L,06/25/2001 12:00 :00 AM,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
70322,B.I.L.-LIBERTY ALL ST.EQ.WO.JARDINE,1,P,BILPORTF,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,Y,LUXEMBOURG,2,E000004848,L,11/16/1994 12: 00:00 AM,N,N,,1/30/1995,,,,,,,,,,,,,,L,N,,
70327,KAS ASS. VAN HEES B.V.,1,P,KASASS,10/31/1994,AMST ERDAM,1,N,NEDERLAND,2,E000004849,G,,,,,1/30/1995,,,,,,,,,,,,,,L,N,,
70351,B.I.L.-BANESFONDO INT.DISCOVERY FD,0,P,BILLIN,10/31/1994 12:00: 00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004854,L,09/03/2001 12:00:0 0 AM,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
70356,LTCB ASIA LTD,1,P,LTCBHK,10/31/1994,HONG KONG,1,,HONG KONG,2,E000004855,,8/30/1999,N,N,,01/31/ 2000 12:00:00 AM,U,,,N,N,,E,,EXTER,,,I,,L,N,,
70360,LTCB ASIA LTD-CUSTODY ACCOUNT,0,P,LTCBASIA,10/31/1994,HONG KONG,1,,HONG KONG,2,E000004856,,6/25/2001,Y,N,,,U,,,N,N,,E,,EXTER,,,I,S,L,N,N,Y
70365,CITIBANK N.A.,0,P,CITIDUBL,10/31/1994,DUBLIN,"1"" ",,IRELAND,6,E000004857,,6/25/2001,N,N,,,U,," """,N,N,,E,,EXTER,,,AA,S,L,N,,Y
70373,ING BANK-SYND,0,P,INGSYND,10/31/1994,WILLEMSTAD,1,,NETH. ANTILLES,6,E000004858,,8/21/2001,N,N,," """,U,,,N,N,,E,,EXTER,,A,I,S,L,N,N,Y
70378,C.I.M.SOCIETE DE BOURSE-AVOIR CLIE.,0,P,CIMSOC,10/31/1994 12:00 :00 AM,LUXEMBOURG,1,,LUXEMBOURG,5,E000004859,L,06/25/2001 12:00: 00 AM,N,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
70381,BANCO FINANTIA S.A.,1,P,BANCOFIN,10/31/1994,LISBO A,1,,PORTUGAL,2,E000004860,,9/23/1998,N,N,,05 /17/1999 12:00:00 AM,U,,,N,N,,,,,,,,,L,N,,
70386,HBK-SPAARBANK N.V.,0,P,HBKANTW,10/31/1994,ANTWERP,1,,BELGIUM,6,E000004861,B,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,F,S,L,N,,Y
70394,SVENSKA HANDELSBANKEN LONDON BRANCH,1,P,SVENSKA,10/31/1994 12:0 0:00 AM,LONDON,1,,UNITED KINGDOM,2,E000004862,,02/19/1998 12:00: 00 AM,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
70399,CAB CORPORACION DE AGENTES DE BOLSA,1,P,CAB,10/31/1994,MADRID,1,N,SPAIN,2,E000004863,,,,,,01/30/1995 12:00: 00 AM,,,,,,,,,,,,,,L,N,,
70403,HAMILTON BANK N.A.,0,P,HAMILTON,10/31/1994,MIAMI FL,1,,U.S.A.,0,E000004864,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,E,S,L,N,,Y
70408,BANKERS TRUST INT JERSEY CUSTODY,1,P,BTIJSY,10/31/1994,LONDON,1,,UNITED KINGDOM,2,E000004865,,08/30/1999 12:00:00 A M,Y,N,,1/31/2000,U,,,N,N,,E,,EXTER,,""" ",K,,L,N,,
70411,LONDON TRUST BANK PLC,1,P,LAIBLTD,10/31/1994,LOND ON,1,N,GREAT-BRITAIN,2,E000004866,,11/16/1994,N,"N"" ",,1/30/1995,,,,,,,,,,,,,,L,N,,70416
70429,ST. PAUL (UK) LTD/ST PAUL F+M INS.,1,P,STPAULFM,10/31/1994 12:0 0:00 AM,LONDON,1,N,GREAT-BRITAIN,2,E000004869,,12/27/1994 12:00: 00 AM,N,N,,1/30/1995,,,,,,,,,,,,,,L,N,,
70432,WGZ BANK PLEDGE F.S.D. UNI 91/98,1,P,WGZPL3,10/31/1994,DUESSELDORF,1,N,GERMANY,2,E000004870,D,03/04/1996 12:00:00 A M,N,N,,1/27/1997,U,,,N,N,,,,,,,,""" ",L,N,,
70437,ADAM & COMPANY PLC - TREASURY,0,P,ADAM,10/31/1994,LONDON,1,,UNITED KINGDOM,6,E000004871,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,I,S,L,N,,Y
70454,DAEWOO SECURITY (EUROPE) LTD - SYND,0,P,DAEWOO,10/31/1994 12:00 :00 AM,LONDON,1,,UNITED KINGDOM,0,E000004872,,06/25/2001 12:00:0 0 AM,N,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
70467,B.I.L.-MERITA INTL BOND FUND,1,P,BILMERFD,10/31/1994 12:00:00 A M,LUXEMBOURG,1,,LUXEMBOURG,2,E000004875,L,6/10/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
70488,BANCO ITAU S.A.,0,P,BCOITAU,10/31/1994,"SAO PAULO"" ",1,,BRAZIL,0,E000004876,,6/25/2001,N,N,,,U," """,,N,N,,E,,EXTER,,,K,S,L,N,,Y
70496,CREDIT AGRICOLE INDOSUEZ D.L.M.,0,P,CAINDOSU,10/31/1994 12:00:0 0 AM,PARIS,1,,FRANCE,0,E000004878,F,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,7,,AA,S,L,N,,Y
70505,DEXIA BIL-LUX.EUROPEAN & AMERI. FD,0,P,BILLUX,10/31/1994 12:00: 00 AM,LUXEMBOURG,1,,LUXEMBOURG,0,E000004880,L,06/25/2001 12:00:0 0 AM,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
70518,S.D.B.O.-PORTEFEUILLE OBLIGATAIRE,1,P,SBDOPORT,10/31/1994 12:00 :00 AM,PARIS,1,N,FRANCE,2,E000004882,,3/6/1995,N,N,,1/29/1996,,,,,,,,,,,,,,L,"N"" ",,
70521,JEAN-PIERRE PINATTON SA,0,P,JPPINATT,10/31/1994,P ARIS,1,,FRANCE,6,E000004884,F,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,I,S,L,N,,Y
70526,BANK OF ENGLAND NOMINEE ACCOUNT,1,P,BOENG,10/31/1994 12:00:00 A M,LONDON,1,,UNITED KINGDOM,2,E000004885,,"09/16/1999 12:00:00 AM"" ",N,N,,1/31/2000,U,,,N,N,,E,,EXTER,,,AA,,L,N,,
70543,CITIBANK SABRE INTL.2.SERIES D,1,P,CITID,10/31/1994,LONDON,1,,UNITED KINGDOM,2,E000004888,,5/6/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
70548,INTESABCI SPA-CLIENT ACCOUNT,0,P,INTBCICL,10/31/1994 12:00:00 A M,LONDON,1,,UNITED KINGDOM,6,E000004889,,"06/25/2001 12:00:00 AM"" ",Y,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
70551,CENTRAL REGISTRATION HONG KONG LTD,0,P,CENTRAL,10/31/1994 12:00 :00 AM,HONG KONG,1,,HONG KONG,6,E000004890,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,J,S,L,N,,Y
70556,CITIBANK N.A. SAFEWAY STORES 305123,1,P,CITISWAY,10/31/1994 12: 00:00 AM,NEW YORK,1,Y,U.S.A.,2,E000004891,,03/20/1995 12:00:00 A M,N,N,,1/29/1996,,,,,,,,,,,,,,L,N,,
70564,BAYERISCHE LANDESBK GIRO-SYNDIC,0,P,BLGSYND1,10/31/1994 12:00:0 0 AM,MUENCHEN,1,,GERMANY,6,E000004892,D,6/25/2001,N,N,2139,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,N,Y
70569,YOKAHAMA FINANCE (EUROPE) SA,0,P,YOKOSYND,10/31/1994 12:00:00 A M,BRUXELLES,1,,BELGIUM,2,E000004893,B,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,I,S,L,N,N,Y
70653,CITIBANK N.A.,1,P,CITIBK,10/31/1994,SAN JUAN,"1"" ",N,PUERTO RICO,2,E000004906,,3/4/1996,N,N,,01/2 7/1997 12:00:00 AM,U,,,N,N,,,,,,,,,L,N,,
70658,SBN BANK / SPAREKASSEN NORDJYLLAND,1,P,SBNNORD,10/31/1994 12:00 :00 AM,AALBORG,1,N,DENMARK,2,,,,,,,01/30/1995 12:00:00 A M,,,,,,,,,,,,,,L,N,,
70661,B.I.L.-AGF EUROINVEST,1,P,BIL AGF,10/31/1994,LUXE MBOURG,1,,LUXEMBOURG,2,E000004908,L,12/30/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N," """,
70666,DEXIA BIL-SKANDIA FAR EAST FUND,0,P,BILSKADI,10/31/1994 12:00:0 0 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004909,L,9/3/2001,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
58942,NRG VICTORY INTERNATIONAL LIMITED,1,P,NRGVICTO,10/31/1994 12:00 :00 AM,LONDON,1,N,UNITED KINGDOM,2,E000004772,,04/24/1995 12:00: 00 AM,N,N,,1/29/1996,,,,,,,,,,,,,,L,N,,
58947,THE NIPPON CREDIT BANK LTD,1,P,NIPPONCR,"10/31/1994 12:00:00 AM"" ",TOKYO,1,N,JAPAN,2,E000004777,,11/25/1996,N,N,,,,,,,,,,,,,,,,,,,
,1/27/1997,U,,,N,N,,,,,,,,,L,N,,58963,BANK OF CHINA-BOCTOKYO/JAP LEASING,1,P,SAFECUST,10/31/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004780,L,09/15/1997 12:00 :00 AM,N,N,
58968,WESTPAC BANKING CORPORATION,0,P,WESTRADI,10/31/1994,HONG KONG,1,,HONG KONG,0,E000004781,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,B,S,L,N,,Y
58971,WESTPAC BANKING CORPORATION-SYND AC,0,P,WESTPAC1,10/31/1994 12: 00:00 AM,HONG KONG,1,,HONG KONG,0,E000004782,,06/25/2001 12:00:0 0 AM,N,N,,,U,,,N,N,,E,,EXTER,,,B,S,L,N,N,Y
58976,BANCO DE CASTILLA S.A.,1,P,BANCOCAS,10/31/1994,SA LAMANCA,1,,SPAIN,2,E000004783,,7/31/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
59005,INTERNAL TRANSIT ACC.-OIP,0,P,TRSITOIP,10/31/1994,CEDEL,4,,LUXEMBOURG,2,1217,,6/25/2001,N,N,,""" ",U,,,N,N,,I,Y,INTER,,A,,S,L,N,N,N
59013,GLE/ INTERNAL TRANSIT ACCOUNT,0,P,OLRTRSIT,10/31/1994,CEDEL,4,,LUXEMBOURG,0,1218,,8/3/2001,N,N,,,U,,,N,N,,I,Y,INTER,,A,,S,L,N,N,N
59018,INTERNAL TRANSIT ACC.-ONP,0,P,TRSITONP,10/31/1994,CEDEL,4,,LUXEMBOURG,0,1219,,6/25/2001,N,N,,""" ",U,,,N,N,,I,Y,INTER,,A,,S,L,N,N,N
59455,ONM/ODE - STOP-ORDERS,0,P,STOP,10/31/1994,CEDEL,4,,LUXEMBOURG,8,1220,,6/25/2001,N,N,,,U,," """,N,N,,I,Y,INTER,,,,S,L,N,N,N
59501,OEQ/EQUITIES ACCOUNT,0,P,OEQEQUIT,10/31/1994,CEDE L,4,,LUXEMBOURG,2,1221,,6/25/2001,N,N,,,U," """,,N,N,,I,Y,INTER,,A,B,S,L,N,N,N
59506,OCA/OCE HOLDERS MEETINGS ACCOUNT,1,P,OCAHOLDM,10/31/1994 12:00: 00 AM,CEDEL,1,,LUXEMBOURG,2,1222,,9/15/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N," """,
59510,STRIPPED BONDS ACCOUNT REF CIP,0,P,OCASTRIP,10/31/1994,CEDEL,4,,LUXEMBOURG,0,1227,,6/27/2001,N,N," """,,U,,,N,N,,I,Y,INTER,,A,,S,L,N,N,N
59515,OCA/OCE CONVERSION ACCOUNT,1,P,OCACONVE,"10/31/1994 12:00:00 AM"" ",CEDEL,1,,LUXEMBOURG,2,1223,,10/15/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N,,
59523,OCA/OCE REMARKETING ACCOUNT,1,P,OCAREMAR,10/31/1994,CEDEL,1,,LUXEMBOURG,2,1224,,10/15/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N,,
59528,OND/TRANSIT ACC DEP TRANSMISSION NI,1,P,ONDDEPNI,10/31/1994 12: 00:00 AM,ONI/OND,1,N,CEDEL,2,14227,,1/26/1995,N,N,,1/29/1996,,,,,,,,,,,,,,L,N,,
59536,EOC-REALIGNMENTS TRANSIT ACCOUNT,0,P,EOC/REAL,10/31/1994 12:00: 00 AM,CEDEL,4,,LUXEMBOURG,6,14228,,6/27/2001,N,N,,,U,,,N,N,,I,Y,INTER,,,,S,L,N,N,N
70004,UBS SECURITIES L L C - SYNDIC.ACCT,0,P,UBSNYSYN,10/31/1994 12:0 0:00 AM,NEW YORK,1,,U.S.A.,2,E000004788,,"06/25/2001 12:00:00 AM"" ",Y,N,,,U,,,N,N,,E,,EXTER,,,A,S,L,N,N,Y
70009,TONG YANG SECURITIES-SYNDICATION AC,0,P,KOREASYN,10/31/1994 12: 00:00 AM,SEOUL,1,,"KOREA, REPUBLIC OF",0,E000004789,,06/25/2001 12 :00:00 AM,N,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
70012,BWS BANK FUR WERTP.UND SYSTEME 2,0,P,BWS2,10/31/1994 12:00:00 A M,FRANKFURT,1,,GERMANY,0,E000004790,D,6/25/2001,"N

",N,2198,,U,,,N,N,,E,,EXTER,,A,B,S,L,N,N,Y
70020,RBS-STOCK LENDING CLIENT COLLATERAL,0,P,RBCTOCKL,10/31/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,2,E000004792,,06/25/2001 12:00 :00 AM,N,N,,,U,,,N,N,,E,,EXTER,,,A,S,L,N,N,Y
70033,BRONDGEEST & SPRINGER B.V.,1,P,BRONDGEE,"10/31/1994 12:00:00 AM"" ",AMSTERDAM,1,,NETHERLANDS,2,E000004794,G,12/24/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N,,
70038,NATIONAR,1,P,NATIONAR,10/31/1994,WOODBURY NY,"1"" ",N,U.S.A.,2,E000004795,,5/22/1995,N,N,,01/29/199 6 12:00:00 AM,,,,,,,,,,,,,,L,N,,
70046,NATIONAL WESTMINSTER BANK S.A.,1,P,NATWMCO,10/31/1994,MONTE-CARLO,1,Y,PRINC. DE MONACO,2,E000004797,,,,,,01 /30/1995 12:00:00 AM,,,,,,,,,,,,,,L,N,,
70055,CITIBANK N.A.HOME INSURANCE 305062,0,P,CI302988,10/31/1994 12:0 0:00 AM,NEW YORK,1,,U.S.A.,2,E000004799,,"06/25/2001 12:00:00 AM"" ",N,N,,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,N,Y
70063,BANKERS TRUST INT CLIENT COLLATERAL,0,P,BTICOLL,10/31/1994 12:0 0:00 AM,LONDON,1,,UNITED KINGDOM,6,E000004800,,06/25/2001 12:00: 00 AM,Y,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,,Y
70068,BARCLAYS BK PLC CORAL RE.KWS 5658,1,P,BAR5658,10/31/1994 12:00: 00 AM,LONDON,1,N,UNITED KINGDOM,2,E000004801,,12/05/1996 12:00:0 0 AM,N,N,,1/27/1997,U,,,N,N,,,,,,,""" ",,L,N,,
70076,BRIDPORT & CIE S.A.,0,P,BRIDPORT,10/31/1994,GENEV E,1,,SWITZERLAND,0,E000004802,,6/25/2001,N,N,," """,U,,,N,N,,E,,EXTER,,A,I,S,L,N,,Y
70089,B.I.L.-BANESFONDO INTL EUROBONDS,0,P,BILEURO,10/31/1994 12:00:0 0 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004809,L,9/3/2001,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
70092,B.I.L.-BANESFONDO INTL EUROPA,0,P,BILEUROP,10/31/1994,LUXEMBOURG,1,,LUXEMBOURG,2,E000004810,L,09/03/2001 12:00:00 A M,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,"N"" ",N,Y
70097,DARLTON LIMITED,1,P,DARLTON,10/31/1994,"RAROTONGA"" ",1,,COOK ISLANDS,2,E000004811,,8/30/1999,N,N,,1/31/2000,U,,,N,N,,E,,EXTER,,,K,,L,"N"" ",,
70101,WESTBOURNE LIMITED,1,P,WESTBOUR,10/31/1994,TORTOL A,1,,VIRGIN ISLANDS (BRIT,2,E000004812,,8/30/1999,N,N,,1/31/2000,U,,,N,N,,E,,EXTER,,,K," """,L,N,,
70114,BARCLAYS BK PLC PROF.SERV.INS.5664,1,P,BARC5664,10/31/1994 12:0 0:00 AM,LONDON,1,N,UNITED KINGDOM,2,E000004814,,12/05/1996 12:00 :00 AM,N,N,,1/27/1997,U,,,N,N,,,,,,," """,,L,N,,
58599,THE CHINA STATE BANK LTD HK BRANCH,0,P,THECHINA,10/31/1994 12:0 0:00 AM,HONG KONG,1,,HONG KONG,0,E000004710,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,D,S,L,N,,Y
58602,HSBC BANK USA - CUSTOMER ACCOUNT,0,P,HSBCBANK,10/31/1994 12:00: 00 AM,NEW YORK,1,,U.S.A.,6,E000004720,,8/24/2001,Y,N,1022,,U,,,N,N,,E,,EXTER,,,B,S,L,N,,Y
58607,BANK OF CHINA HK BR-SAFE CUSTODY AC,0,P,BANKCHIN,"10/31/1994 12:

00:00 AM",HONG KONG,1,,HONG KONG,0,E000004711,,06/25/2001 12:00:0 0 AM,Y,N,,,U,,,N,N,,E,,EXTER,,A,B,S,L,N,N,Y
58624,UBS AG,0,P,UBSAGSGP,10/31/1994,SINGAPORE,1,,SINGAPORE,2,E000004721,,6/25/2001,N,N,,,U,,""" ",N,N,,E,,EXTER,,A,AA,S,L,N,N,Y
58629,SANKT ANNAE BANK/REDERIAKTIESEL.SIF,1,P,REDERI,10/31/1994 12:00 :00 AM,COPENHAGEN,1,N,DENMARK,2,E000004722,,1/11/1995,N,N,,1/29/1996,,,,,,,,,,,,,,L,N,,
58632,SHINKIN INTERNATIONAL LTD,0,P,SHINKIN,10/31/1994,LONDON,1,,UNITED KINGDOM,6,E000004723,,6/25/2001,"N"" ",N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,,Y
58637,"ADLER COLEMAN + CO., INC.",1,P,ADLERNY,10/31/1994,NEW YORK,1,N,U.S.A.,2,E000004724,,11/10/1995,N,N," """,1/29/1996,,,,,,,,,,,,,,L,N,,
58683,INTERUNION BK-BANCO DE MARACAIBO,1,P,INTERUNI,10/31/1994 12:00: 00 AM,CURACAO,1,N,NETHERLANDS ANTILLES,2,E000004733,,,,,,1/30/1995,,,,,,,,,,,,,,L,N,,
58691,CATER ALLEN INTERNATIONAL LTD,1,P,CATERALL,10/31/1994,LONDON,1,,UNITED KINGDOM,2,E000004734,,12/16/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
58696,"FG VALORES Y BOLSA S.A.,SVB",1,P,FGVALORE,10/31/1994,MADRID,1,N,SPAIN,2,E000004735,,12/9/1996,N,N," """,1/27/1997,U,,,N,N,,,,,,,,,L,N,""" ",
58705,BANCA POPOLARE DI CASTELFRANCO VEN.,1,P,CASTELFR,10/31/1994 12: 00:00 AM,CASTELFRANCO VENETO,1,,ITALY,2,E000004737,,09/15/1997 1 2:00:00 AM,N,N,,1/26/1998,U,,,N,N,,,,,""" ",,,,L,N,,
58713,CREDIFINANCE SECURITIES LIMITED,0,P,CREDIFIN,10/31/1994 12:00:0 0 AM,TORONTO,1,,CANADA,6,E000004738,,6/25/2001,"N"" ",N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,,Y
58721,CHASE MAN.BK GTS CLIENT AC BA MAST.,0,P,CMBBAMAS,10/31/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,8,E000004739,,06/25/2001 12:00 :00 AM,Y,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
58726,BCEE - EURO.INV. AND PENSION FUND,0,P,BCAISSED,10/31/1994 12:00 :00 AM,LUXEMBOURG,1,,LUXEMBOURG,6,E000004740,L,06/25/2001 12:00: 00 AM,N,N,,,U,,,N,N,,E,,EXTER,,A,AA,S,L,"N"" ",N,Y
58734,SIN HUA BANK LTD HONG KONG BRANCH,0,P,SINHUATR,10/31/1994 12:00 :00 AM,HONG KONG,1,,HONG KONG,0,E000004741,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,C,S,L,N,,Y
58739,ORIX IRELAND LIMITED/O.E.L,0,P,ORIXSUB1,"10/31/1994 12:00:00 AM"" ",DUBLIN,1,,IRELAND,0,E000004742,,6/25/2001,N,N," """,,U,,,N,N,,E,,EXTER,,,F,S,L,N,,Y
